initial,pulse,tau,state,real,imag,probability
"|0,01>",atom_pi_1,0.8679245283018868,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.8742138364779874,"|0,01>",0.20997576883311841,0.001175361297049655,0.04409120497123778
"|0,01>",atom_pi_1,0.8742138364779874,"|r,01>",-0.002131316639752418,-0.9449345685115648,0.8929058812787558
"|0,01>",atom_pi_1,0.8742138364779874,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.8742138364779874,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.8805031446540881,"|0,01>",0.2006340747736146,0.0011964967762991307,0.04025546356480007
"|0,01>",atom_pi_1,0.8805031446540881,"|r,01>",-0.002147417065475123,-0.9462290714129266,0.8953540669870225
"|0,01>",atom_pi_1,0.8805031446540881,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.8805031446540881,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.8867924528301887,"|0,01>",0.1912800791515582,0.0012177901139050957,0.03658955169298789
"|0,01>",atom_pi_1,0.8867924528301887,"|r,01>",-0.0021632734180897064,-0.9474249495653133,0.8976187148107179
"|0,01>",atom_pi_1,0.8867924528301887,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.8867924528301887,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.8930817610062893,"|0,01>",0.18191475657615674,0.0012392388728823857,0.03309451437314643
"|0,01>",atom_pi_1,0.8930817610062893,"|r,01>",-0.0021788804948637552,-0.9485221495108964,0.8996990156329822
"|0,01>",atom_pi_1,0.8930817610062893,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.8930817610062893,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.89937106918239,"|0,01>",0.17253908212870206,0.0012608405650481344,0.029771324580745464
"|0,01>",atom_pi_1,0.89937106918239,"|r,01>",-0.002194233133998267,-0.9495206291366325,0.9015942398150727
"|0,01>",atom_pi_1,0.89937106918239,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.89937106918239,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9056603773584906,"|0,01>",0.16315403125049988,0.00128259265143184,0.0266208829571986
"|0,01>",atom_pi_1,0.9056603773584906,"|r,01>",-0.0022093262157752724,-0.9504203576715382,0.9033037373988222
"|0,01>",atom_pi_1,0.9056603773584906,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9056603773584906,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9119496855345912,"|0,01>",0.1537605796308409,0.0013044925426967293,0.023644017549206107
"|0,01>",atom_pi_1,0.9119496855345912,"|r,01>",-0.0022241546636977342,-0.9512213156825553,0.9048269382728195
"|0,01>",atom_pi_1,0.9119496855345912,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9119496855345912,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9182389937106918,"|0,01>",0.14435970309501733,0.001326537599572341,0.020841483579684638
"|0,01>",atom_pi_1,0.9182389937106918,"|r,01>",-0.002238713445621431,-0.951923495068995,0.9061633523022625
"|0,01>",atom_pi_1,0.9182389937106918,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9182389937106918,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9245283018867925,"|0,01>",0.13495237749239852,0.0013487251332982629,0.018213963250336022
"|0,01>",atom_pi_1,0.9245283018867925,"|r,01>",-0.002252997574878683,-0.9525268990555854,0.9073125694225217
"|0,01>",atom_pi_1,0.9245283018867925,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9245283018867925,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9308176100628931,"|0,01>",0.12553957858458942,0.00137105240607891,0.015762065575896517
"|0,01>",atom_pi_1,0.9308176100628931,"|r,01>",-0.00226700211139358,-0.9530315421840957,0.9082742596963688
"|0,01>",atom_pi_1,0.9308176100628931,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9308176100628931,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9371069182389937,"|0,01>",0.11612228193367002,0.001393516631549297,0.01348632625008515
"|0,01>",atom_pi_1,0.9371069182389937,"|r,01>",-0.0022807221627885845,-0.9534374503035664,0.9090481733349497
"|0,01>",atom_pi_1,0.9371069182389937,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9371069182389937,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9433962264150944,"|0,01>",0.10670146279054271,0.0014161149752516884,0.011387207543264702
"|0,01>",atom_pi_1,0.9433962264150944,"|r,01>",-0.002294152885482221,-0.9537446605591283,0.9096341406825088
"|0,01>",atom_pi_1,0.9433962264150944,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9433962264150944,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.949685534591195,"|0,01>",0.09727809598340065,0.0014388445551230433,0.009465098231809518
"|0,01>",atom_pi_1,0.949685534591195,"|r,01>",-0.002307289485777631,-0.9539532213794187,0.9100320721649415
"|0,01>",atom_pi_1,0.949685534591195,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.949685534591195,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9559748427672956,"|0,01>",0.08785315580631758,0.0014617024419931919,0.007720313559158043
"|0,01>",atom_pi_1,0.9559748427672956,"|r,01>",-0.0023201272209418104,-0.9540631924626014,0.9102419582022523
"|0,01>",atom_pi_1,0.9559748427672956,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9559748427672956,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9622641509433962,"|0,01>",0.07842761590799352,0.0014846856600935871,0.006153095228521046
"|0,01>",atom_pi_1,0.9622641509433962,"|r,01>",-0.0023326614002752532,-0.9540746447609889,0.9102638690850154
"|0,01>",atom_pi_1,0.9622641509433962,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9622641509433962,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9685534591194969,"|0,01>",0.06900244918065157,0.0015077911875766249,0.004763611427193737
"|0,01>",atom_pi_1,0.9685534591194969,"|r,01>",-0.0023448873861718227,-0.9539876604642648,0.910097954814935
"|0,01>",atom_pi_1,0.9685534591194969,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9685534591194969,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9748427672955975,"|0,01>",0.059578627649109706,0.0015310159570453366,0.0035519568824119866
"|0,01>",atom_pi_1,0.9748427672955975,"|r,01>",-0.0023568005951686115,-0.9538023329813243,0.9097444449096624
"|0,01>",atom_pi_1,0.9748427672955975,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9748427672955975,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9811320754716981,"|0,01>",0.05015712236004266,0.0015543568560934362,0.002518152948676376
"|0,01>",atom_pi_1,0.9811320754716981,"|r,01>",-0.0023683964989855717,-0.9535187669207151,0.9092036481719776
"|0,01>",atom_pi_1,0.9811320754716981,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9811320754716981,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9874213836477987,"|0,01>",0.04073890327143381,0.0015778107278555822,0.0016621477264521772
"|0,01>",atom_pi_1,0.9874213836477987,"|r,01>",-0.0023796706255547334,-0.9531370780697062,0.9084759524235432
"|0,01>",atom_pi_1,0.9874213836477987,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9874213836477987,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9937106918238994,"|0,01>",0.03132493914225565,0.001601374371567734,0.0009838162121439337
"|0,01>",atom_pi_1,0.9937106918238994,"|r,01>",-0.002390618560038737,-0.9526573933719614,0.9075618242033595
"|0,01>",atom_pi_1,0.9937106918238994,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.9937106918238994,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,1.0,"|0,01>",0.02191619742235995,0.0016250445431375486,0.0004829604792230381
"|0,01>",atom_pi_1,1.0,"|r,01>",-0.0024012359458385323,-0.9520798509038475,0.9064618084311599
"|0,01>",atom_pi_1,1.0,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,1.0,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.0,"|0,01>",0.02191619742235995,0.0016250445431375486,0.0004829604792230381
"|0,01>",ion_pi,0.0,"|r,01>",-0.0024012359458385323,-0.9520798509038475,0.9064618084311599
"|0,01>",ion_pi,0.0,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.0,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.006289308176100629,"|0,01>",0.02191512793124368,0.0016249652423962321,0.0004829133442817727
"|0,01>",ion_pi,0.006289308176100629,"|r,01>",0.1284663580855894,-0.9433291255740623,0.9063734443160999
"|0,01>",ion_pi,0.006289308176100629,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.006289308176100629,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.012578616352201259,"|0,01>",0.021911919562275308,0.001624727347911895,0.0004827719578586762
"|0,01>",ion_pi,0.012578616352201259,"|r,01>",0.2568688122138318,-0.9165849829708991,0.9061096176959081
"|0,01>",ion_pi,0.012578616352201259,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.012578616352201259,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.01886792452830189,"|0,01>",0.021906572628585995,0.0016243308829026195,0.00048253637514866424
"|0,01>",ion_pi,0.01886792452830189,"|r,01>",0.38034252317063516,-0.8723609761351866,0.9056741076153406
"|0,01>",ion_pi,0.01886792452830189,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.01886792452830189,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.025157232704402517,"|0,01>",0.02189908765202704,0.001623775886062692,0.000482206688119322
"|0,01>",ion_pi,0.025157232704402517,"|r,01>",0.4965185411760273,-0.8115063096343899,0.9050731523079966
"|0,01>",ion_pi,0.025157232704402517,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.025157232704402517,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.031446540880503145,"|0,01>",0.021889465363118966,0.0016230624115588254,0.000481783025475
"|0,01>",ion_pi,0.031446540880503145,"|r,01>",0.6031680640801387,-0.7351895308788468,0.904315359840041
"|0,01>",ion_pi,0.031446540880503145,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.031446540880503145,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.03773584905660378,"|0,01>",0.0218777067009802,0.0016221905290248733,0.0004812655526065721
"|0,01>",ion_pi,0.03773584905660378,"|r,01>",0.6982452400123228,-0.6448760885694677,0.903411584808522
"|0,01>",ion_pi,0.03773584905660378,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.03773584905660378,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.04402515723270441,"|0,01>",0.02186381281323544,0.0016211603235550343,0.0004806544715268672
"|0,01>",ion_pi,0.04402515723270441,"|r,01>",0.7799264565257267,-0.5423001892602114,0.9023747728604374
"|0,01>",ion_pi,0.04402515723270441,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.04402515723270441,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.050314465408805034,"|0,01>",0.021847785055903637,0.001619971895695546,0.00047995002079180977
"|0,01>",ion_pi,0.050314465408805034,"|r,01>",0.8466453617012749,-0.42943149252166785,0.90121977525967
"|0,01>",ion_pi,0.050314465408805034,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.050314465408805034,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.05660377358490566,"|0,01>",0.021829624993265653,0.0016186253614348723,0.0004791524754072886
"|0,01>",ion_pi,0.05660377358490566,"|r,01>",0.8971229446414744,-0.3084372843151887,0.8999631361579186
"|0,01>",ion_pi,0.05660377358490566,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.05660377358490566,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.06289308176100629,"|0,01>",0.021809334397711586,0.0016171208521923838,0.00047826214672180124
"|0,01>",ion_pi,0.06289308176100629,"|r,01>",0.9303920976674017,-0.18164085502663765,0.898622855616756
"|0,01>",ion_pi,0.06289308176100629,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.06289308176100629,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.06918238993710692,"|0,01>",0.02178691524956779,0.0016154585148055293,0.0004772793823049073
"|0,01>",ion_pi,0.06918238993710692,"|r,01>",0.9458161885094802,-0.05147688149719699,0.8972181317752771
"|0,01>",ion_pi,0.06918238993710692,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.06918238993710692,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.07547169811320756,"|0,01>",0.021762369736903604,0.0016136385115155083,0.00047620456581154387
"|0,01>",ion_pi,0.07547169811320756,"|r,01>",0.9431012858189389,0.07955533007397891,0.8957690858565157
"|0,01>",ion_pi,0.07547169811320756,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.07547169811320756,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.08176100628930819,"|0,01>",0.021735700255317784,0.0016116610199514323,0.0004750381168322525
"|0,01>",ion_pi,0.08176100628930819,"|r,01>",0.9223018032129416,0.20893984239918123,0.8942964739516385
"|0,01>",ion_pi,0.08176100628930819,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.08176100628930819,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.08805031446540881,"|0,01>",0.02170690940770473,0.0016095262331129927,0.0004737804907293791
"|0,01>",ion_pi,0.08805031446540881,"|r,01>",0.8838194534614674,0.33419240475118256,0.8928213897103052
"|0,01>",ion_pi,0.08805031446540881,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.08805031446540881,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.09433962264150944,"|0,01>",0.021676000004000412,0.0016072343593516213,0.0004724321784593063
"|0,01>",ion_pi,0.09433962264150944,"|r,01>",0.8283955329007664,0.45290816206589424,0.891364962195851
"|0,01>",ion_pi,0.09433962264150944,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.09433962264150944,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.10062893081761007,"|0,01>",0.021642975060908134,0.001604785622350157,0.0004709937063807932
"|0,01>",ion_pi,0.10062893081761007,"|r,01>",0.7570966842492247,0.5628078392595751,0.8899480532332021
"|0,01>",ion_pi,0.10062893081761007,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.10062893081761007,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.1069182389937107,"|0,01>",0.02160783780160413,0.001602180261101014,0.0004694656360494941
"|0,01>",ion_pi,0.1069182389937107,"|r,01>",0.6712944112468248,0.6617815138045853,0.8885909585847096
"|0,01>",ion_pi,0.1069182389937107,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.1069182389937107,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.11320754716981132,"|0,01>",0.021570591655422963,0.0015994185298828577,0.00046784856399873534
"|0,01>",ion_pi,0.11320754716981132,"|r,01>",0.5726387385337322,0.7479291359244835,0.8873131172342485
"|0,01>",ion_pi,0.11320754716981132,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.11320754716981132,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.11949685534591195,"|0,01>",0.021531240257522843,0.0015965006982357863,0.00046614312150663974
"|0,01>",ion_pi,0.11949685534591195,"|r,01>",0.4630265226225072,0.8195970182302315,0.8861328329437774
"|0,01>",ion_pi,0.11949685534591195,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.11949685534591195,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.12578616352201258,"|0,01>",0.021489787448530827,0.0015934270509350246,0.0004643499743496846
"|0,01>",ion_pi,0.12578616352201258,"|r,01>",0.3445650225425778,0.8754095940250088,0.885067012070798
"|0,01>",ion_pi,0.12578616352201258,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.12578616352201258,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.1320754716981132,"|0,01>",0.021446237274167987,0.0015901978879631297,0.0004624698225427947
"|0,01>",ion_pi,0.1320754716981132,"|r,01>",0.21953142977218879,0.9142958343689191,0.8841309214021795
"|0,01>",ion_pi,0.1320754716981132,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.1320754716981132,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.13836477987421383,"|0,01>",0.021400593984854586,0.0015868135244807165,0.00046050340006606916
"|0,01>",ion_pi,0.13836477987421383,"|r,01>",0.09032913467374513,0.9355098165718254,0.883337969473158
"|0,01>",ion_pi,0.13836477987421383,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.13836477987421383,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.14465408805031446,"|0,01>",0.02135286203529518,0.0015832742907956937,0.00045845147457824483
"|0,01>",ion_pi,0.14465408805031446,"|r,01>",-0.040558430677075326,0.9386450491026304,0.8826995145038665
"|0,01>",ion_pi,0.14465408805031446,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.14465408805031446,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.15094339622641512,"|0,01>",0.021303046084043917,0.0015795805323310305,0.0004563148471170181
"|0,01>",ion_pi,0.15094339622641512,"|r,01>",-0.1706154868334337,0.9236422778094969,0.8822247017045256
"|0,01>",ion_pi,0.15094339622641512,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.15094339622641512,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.15723270440251574,"|0,01>",0.0212511509930498,0.00157573260959104,0.00045409435178633
"|0,01>",ion_pi,0.15723270440251574,"|r,01>",-0.29734222253470693,0.8907906235349851,0.8819203322797265
"|0,01>",ion_pi,0.15723270440251574,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.15723270440251574,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.16352201257861637,"|0,01>",0.021197181827182228,0.001571730898126199,0.00045179085543074906
"|0,01>",ion_pi,0.16352201257861637,"|r,01>",-0.4183028035929656,0.8407220292786606,0.8817907660081642
"|0,01>",ion_pi,0.16352201257861637,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.16352201257861637,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.169811320754717,"|0,01>",0.02114114385373667,0.0015675757884964926,0.0004494052572970682
"|0,01>",ion_pi,0.169811320754717,"|r,01>",-0.5311721531118997,0.7743991235479134,0.8818378587933077
"|0,01>",ion_pi,0.169811320754717,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.169811320754717,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.17610062893081763,"|0,01>",0.021083042541920508,0.0015632676862332934,0.0004469384886832512
"|0,01>",ion_pi,0.17610062893081763,"|r,01>",-0.6337806046377041,0.6930967329778377,0.8820609360794859
"|0,01>",ion_pi,0.17610062893081763,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.17610062893081763,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.18238993710691825,"|0,01>",0.021022883562319388,0.0015588070117997905,0.00044439151257487494
"|0,01>",ion_pi,0.18238993710691825,"|r,01>",-0.7241555706912075,0.5983773992649601,0.8824568025142059
"|0,01>",ion_pi,0.18238993710691825,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.18238993710691825,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.18867924528301888,"|0,01>",0.02096067278634364,0.001554194200549943,0.0004417653232691899
"|0,01>",ion_pi,0.18867924528301888,"|r,01>",-0.8005594264491867,0.4920613706049656,0.883019787718288
"|0,01>",ion_pi,0.18867924528301888,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.18867924528301888,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.1949685534591195,"|0,01>",0.020896416285655334,0.0015494297026859975,0.0004390609459869671
"|0,01>",ion_pi,0.1949685534591195,"|r,01>",-0.8615228810297905,0.3761916439400763,0.8837418275082075
"|0,01>",ion_pi,0.1949685534591195,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.1949685534591195,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.20125786163522014,"|0,01>",0.020830120331575663,0.0015445139832145462,0.0004362794364722671
"|0,01>",ion_pi,0.20125786163522014,"|r,01>",-0.9058731954961926,0.252994729369498,0.8846125794072287
"|0,01>",ion_pi,0.20125786163522014,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.20125786163522014,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.20754716981132076,"|0,01>",0.020761791394472887,0.0015394475219011445,0.00043342188058029593
"|0,01>",ion_pi,0.20754716981132076,"|r,01>",-0.932756705659858,0.12483789023089668,0.8856195707907324
"|0,01>",ion_pi,0.20754716981132076,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.20754716981132076,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2138364779874214,"|0,01>",0.020691436143130768,0.0015342308132234826,0.00043048939385350265
"|0,01>",ion_pi,0.2138364779874214,"|r,01>",-0.9416552171394285,-0.005816319955397878,0.8867483775437278
"|0,01>",ion_pi,0.2138364779874214,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2138364779874214,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.22012578616352202,"|0,01>",0.020619061444097853,0.0015288643663231335,0.0004274831210860953
"|0,01>",ion_pi,0.22012578616352202,"|r,01>",-0.9323959578127469,-0.13645735057482244,0.8879828306714496
"|0,01>",ion_pi,0.22012578616352202,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.22012578616352202,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.22641509433962265,"|0,01>",0.020544674361017156,0.001523348704955853,0.00042440423587712634
"|0,01>",ion_pi,0.22641509433962265,"|r,01>",-0.9051548965278993,-0.2645748687897856,0.8893052479035641
"|0,01>",ion_pi,0.22641509433962265,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.22641509433962265,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.23270440251572327,"|0,01>",0.02046828215393685,0.0015176843674404668,0.000421253940172343
"|0,01>",ion_pi,0.23270440251572327,"|r,01>",-0.8604533643381732,-0.38770697024119993,0.8906966869744918
"|0,01>",ion_pi,0.23270440251572327,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.23270440251572327,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2389937106918239,"|0,01>",0.020389892278601697,0.0015118719066063322,0.0004180334637949666
"|0,01>",ion_pi,0.2389937106918239,"|r,01>",-0.799148043148863,-0.5034874597079885,0.8921372169518603
"|0,01>",ion_pi,0.2389937106918239,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2389937106918239,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.24528301886792453,"|0,01>",0.020309512385725294,0.0015059118897393774,0.00041474406396558753
"|0,01>",ion_pi,0.24528301886792453,"|r,01>",-0.7224145140407732,-0.6096912937133298,0.8936062037266002
"|0,01>",ion_pi,0.24528301886792453,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.24528301886792453,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.25157232704402516,"|0,01>",0.020227150320243543,0.0014998048985267456,0.0004113870248113733
"|0,01>",ion_pi,0.25157232704402516,"|r,01>",-0.6317246812196983,-0.704277312365787,0.8950826055753057
"|0,01>",ion_pi,0.25157232704402516,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.25157232704402516,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2578616352201258,"|0,01>",0.02014281412054878,0.0014935515290000088,0.00040796365686475764
"|0,01>",ion_pi,0.2578616352201258,"|r,01>",-0.5288185051580422,-0.7854274397827523,0.8965452745612753
"|0,01>",ion_pi,0.2578616352201258,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2578616352201258,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2641509433962264,"|0,01>",0.02005651201770545,0.001487152391477011,0.0004044752965518389
"|0,01>",ion_pi,0.2641509433962264,"|r,01>",-0.415670587784923,-0.8515816002635702,0.8979732594569265
"|0,01>",ion_pi,0.2641509433962264,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2641509433962264,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.27044025157232704,"|0,01>",0.01996825243464664,0.001480608110502293,0.0004009233056706566
"|0,01>",ion_pi,0.27044025157232704,"|r,01>",-0.29445225144603904,-0.901467679657418,0.8993461058485707
"|0,01>",ion_pi,0.27044025157232704,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.27044025157232704,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.27672955974842767,"|0,01>",0.019878043985352097,0.0014739193247861433,0.00039730907085957075
"|0,01>",ion_pi,0.27672955974842767,"|r,01>",-0.16748983989539867,-0.9341259565265487,0.9006441491248259
"|0,01>",ion_pi,0.27672955974842767,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.27672955974842767,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2830188679245283,"|0,01>",0.019785895474007397,0.0014670866871422526,0.00039363400305593644
"|0,01>",ion_pi,0.2830188679245283,"|r,01>",-0.037220042135719784,-0.9489275339114972,0.9018487961519402
"|0,01>",ion_pi,0.2830188679245283,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2830188679245283,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2893081761006289,"|0,01>",0.019691815894144815,0.0014601108644240112,0.00038989953694530335
"|0,01>",ion_pi,0.2893081761006289,"|r,01>",0.09385690290031769,-0.9455864177214331,0.9029427916012922
"|0,01>",ion_pi,0.2893081761006289,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.2893081761006289,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.29559748427672955,"|0,01>",0.019595814427765493,0.0014529925374594187,0.0003861071304013351
"|0,01>",ion_pi,0.29559748427672955,"|r,01>",0.22322522213801044,-0.9241650097875592,0.9039104651142037
"|0,01>",ion_pi,0.29559748427672955,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.29559748427672955,"|1,10>",0.0,0.0,0.0
"|0,01>",ion_pi,0.30188679245283023,"|0,01>",0.019497900444443352,0.0014457324009846408,0.00038225826391668106
"|0,01>",ion_pi,0.30188679245283023,"|r,01>",0.34840192248901913,-0.8850729100868827,0.9047379557637076
"|0,01>",ion_pi,0.30188679245283023,"|1,01>",0.0,0.0,0.0
"|0,01>",ion_pi,0.30188679245283023,"|1,10>",0.0,0.0,0.0
