initial,pulse,tau,state,real,imag,probability
"|0,01>",atom_pi_1,0.3144654088050315,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3144654088050315,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3207547169811321,"|0,01>",0.8760313338319534,7.202433981809258e-05,0.7674309030428969
"|0,01>",atom_pi_1,0.3207547169811321,"|r,01>",-0.0004194746485947789,-0.4804711215084883,0.23085267456260533
"|0,01>",atom_pi_1,0.3207547169811321,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3207547169811321,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.32704402515723274,"|0,01>",0.8712426593332298,7.624557045883899e-05,0.7590637772554251
"|0,01>",atom_pi_1,0.32704402515723274,"|r,01>",-0.00043513153695916957,-0.48896377024900683,0.239085757955578
"|0,01>",atom_pi_1,0.32704402515723274,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.32704402515723274,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.33333333333333337,"|0,01>",0.8663703444982943,8.062262167169275e-05,0.7505975803261004
"|0,01>",atom_pi_1,0.33333333333333337,"|r,01>",-0.0004510190862532587,-0.4974035458246883,0.247410490817189
"|0,01>",atom_pi_1,0.33333333333333337,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.33333333333333337,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.339622641509434,"|0,01>",0.861414916134107,8.515775219717838e-05,0.7420356649901735
"|0,01>",atom_pi_1,0.339622641509434,"|r,01>",-0.00046713323524263446,-0.5057895461403674,0.2558232831983384
"|0,01>",atom_pi_1,0.339622641509434,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.339622641509434,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3459119496855346,"|0,01>",0.8563769099281463,8.985318035017981e-05,0.7333814199316744
"|0,01>",atom_pi_1,0.3459119496855346,"|r,01>",-0.00048346986133318,-0.5141208754913535,0.26432050835910265
"|0,01>",atom_pi_1,0.3459119496855346,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3459119496855346,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.35220125786163525,"|0,01>",0.8512568703847564,9.471108341803819e-05,0.7246382683474394
"|0,01>",atom_pi_1,0.35220125786163525,"|r,01>",-0.0005000247814405512,-0.5223966446687496,0.27289850438594987
"|0,01>",atom_pi_1,0.35220125786163525,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.35220125786163525,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3584905660377359,"|0,01>",0.8460553507604567,9.973359706730411e-05,0.7158096664971899
"|0,01>",atom_pi_1,0.3584905660377359,"|r,01>",-0.0005167937528725997,-0.5306159710639424,0.2815535758239135
"|0,01>",atom_pi_1,0.3584905660377359,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3584905660377359,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3647798742138365,"|0,01>",0.840772912998223,0.00010492281475926979,0.7068991022403145
"|0,01>",atom_pi_1,0.3647798742138365,"|r,01>",-0.0005337724742245605,-0.5387779787722464,0.2902819953229615
"|0,01>",atom_pi_1,0.3647798742138365,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3647798742138365,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.37106918238993714,"|0,01>",0.8354101276607501,0.0001102807871744085,0.6979100935600028
"|0,01>",atom_pi_1,0.37106918238993714,"|r,01>",-0.0005509565862868275,-0.5468817986956874,0.29908000529779033
"|0,01>",atom_pi_1,0.37106918238993714,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.37106918238993714,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.37735849056603776,"|0,01>",0.8299675738627023,0.00011580952164584253,0.6888461870753855
"|0,01>",atom_pi_1,0.37735849056603776,"|r,01>",-0.0005683416729651373,-0.5549265686449173,0.3079438196002793
"|0,01>",atom_pi_1,0.37735849056603776,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.37735849056603776,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3836477987421384,"|0,01>",0.8244458392019617,0.0001215109816019627,0.6797109565423455
"|0,01>",atom_pi_1,0.3836477987421384,"|r,01>",-0.0005859232622129715,-0.5629114334402439,0.3168696252038193
"|0,01>",atom_pi_1,0.3836477987421384,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.3836477987421384,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.389937106918239,"|0,01>",0.8188455196898837,0.00012738708601831882,0.6705080013436655
"|0,01>",atom_pi_1,0.389937106918239,"|r,01>",-0.0006036968269759985,-0.570835545011762,0.3258535838987343
"|0,01>",atom_pi_1,0.389937106918239,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.389937106918239,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.39622641509433965,"|0,01>",0.8131672196805655,0.0001334397088789001,0.6612409449691768
"|0,01>",atom_pi_1,0.39622641509433965,"|r,01>",-0.0006216577861483599,-0.5786980624985777,0.33489183399801087
"|0,01>",atom_pi_1,0.39622641509433965,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.39622641509433965,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.4025157232704403,"|0,01>",0.8074115517991418,0.00013967067864691866,0.6519134334865968
"|0,01>",atom_pi_1,0.4025157232704403,"|r,01>",-0.0006398015055406129,-0.5864981523471079,0.3439804920525379
"|0,01>",atom_pi_1,0.4025157232704403,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.4025157232704403,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.4088050314465409,"|0,01>",0.8015791368691114,0.00014608177774521426,0.6425291340037154
"|0,01>",atom_pi_1,0.4088050314465409,"|r,01>",-0.0006581232988591336,-0.594234988408446,0.3531156545750625
"|0,01>",atom_pi_1,0.4088050314465409,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.4088050314465409,"|1,10>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.41509433962264153,"|0,01>",0.7956706038387085,0.00015267474204638996,0.6330917331226319
"|0,01>",atom_pi_1,0.41509433962264153,"|r,01>",-0.0006766184286967881,-0.6019077520347811,0.36229339977206165
"|0,01>",atom_pi_1,0.41509433962264153,"|1,01>",0.0,0.0,0.0
"|0,01>",atom_pi_1,0.41509433962264153,"|1,10>",0.0,0.0,0.0
